105.07445524083643 5.823045079593533e-8
126.67910774833504 4.624457111179712e-8
155.15017846688426 3.3772841949233216e-8
188.6594021498672 2.5880765226679212e-8
223.10870163693914 2.0883902866582854e-8
267.82552756028605 1.6323440573283722e-8
322.8359733208206 1.3116499700880517e-8
382.18424109454327 1.0319110055290453e-8
426.95600445042584 9.10739837909871e-9
489.27905902248835 7.69961530378389e-9
574.1540258449569 6.122534776878423e-9
685.6654739927997 5.030226948919327e-9
798.2657800496438 4.250925865290052e-9
925.7145679657266 3.477122509611377e-9
1069.527021478963 2.784467540483592e-9
1196.0195194126375 2.429085621212474e-9
1368.87902687611 1.981170824902454e-9
1555.0312255638587 1.7264034606509472e-9
1808.3617645115041 1.393431024039301e-9
2128.729840652461 1.1300927597977343e-9
