113.19883114347938 4.2690558818465354e-7
135.88684102310495 4.1560798208954476e-7
163.12212216956493 3.4897327389926364e-7
195.81606681531548 2.958242372643772e-7
235.06273406105944 2.510169344778612e-7
282.175461099286 1.859253449468753e-7
338.7308122856774 1.4592143175956928e-7
406.62133675522915 1.1130696199683636e-7
488.11890004610774 7.894772944276275e-8
585.9507090392696 5.7528638695356414e-8
690.9944140447776 4.04705567826244e-8
822.303460121439 2.8183815930254133e-8
996.1201069850697 1.9457280636112115e-8
1194.2093987546423 1.3920337645831811e-8
1422.9995012237357 1.0480373198789578e-8
1693.4108146517237 7.723808507301401e-9
1996.989500236165 5.38502502520363e-9
2356.794592945336 3.982947146869244e-9
2732.4088108574088 2.7562623114191246e-9
3280.0550848488147 1.8654177268073947e-9
3752.2603101368964 1.3389470564726913e-9
